generation,continent,pool
68,1,-24748*2 -24424*1 -24248*1 -24192*1 -24104*1 -24060*1 -23992*1 -23784*1 -23780*1 -23748*1 -23728*1 -23668*1 -23628*1 -23624*1 -23540*1 -23404*1 -23372*1 -23368*1 -23348*1 -23284*1 -23216*1 -23080*1 -23072*1 -23060*2 -23008*1 -22984*1 -22972*1 -22848*1 -22784*1 -22772*2 -22764*1 -22732*1 -22704*2 -22552*1 -22484*1 -22416*1 -22116*1 -22096*1 -22048*1 -22040*1 -21936*1 -21904*1 -21828*1 -21760*1 -21744*2 -21336*1 -21328*1 -20924*1 -20792*1 -20640*1 -20628*1 -20584*1 -20452*1 -20340*1 -20184*1 -20172*1 -20088*1 -19716*1 -19684*2 -18892*1 -18772*1 -18704*1 7172*2
69,1,-24748*1 -24672*1 -24416*1 -24248*1 -24192*1 -24104*1 -24060*1 -23992*1 -23780*1 -23748*1 -23728*1 -23684*1 -23668*1 -23628*1 -23540*1 -23404*1 -23372*1 -23368*1 -23304*1 -23284*1 -23080*1 -23072*1 -23060*2 -23008*1 -22984*1 -22972*1 -22872*1 -22772*2 -22764*1 -22704*2 -22508*1 -22484*1 -22472*2 -22460*1 -22416*1 -22204*1 -22116*1 -22084*1 -21936*1 -21904*1 -21880*1 -21828*1 -21744*2 -21336*1 -21328*1 -21260*1 -21144*1 -20828*1 -20792*1 -20640*1 -20616*1 -20584*1 -20452*1 -20340*1 -20184*1 -20172*1 -20088*1 -19716*1 -19684*2 -18772*1 -18704*2 7172*2
70,1,-24672*1 -24660*1 -24348*1 -24248*1 -24192*1 -24060*1 -23992*1 -23780*1 -23748*1 -23728*2 -23684*1 -23668*1 -23628*1 -23540*1 -23372*1 -23368*1 -23304*1 -23284*1 -23196*1 -23072*1 -23060*2 -23008*1 -22984*1 -22972*1 -22872*1 -22772*2 -22704*1 -22472*1 -22460*1 -22416*1 -22340*1 -22328*1 -22248*1 -22204*1 -22172*1 -22116*2 -22084*1 -22004*1 -21936*1 -21904*1 -21828*1 -21744*2 -21328*1 -21148*1 -21116*1 -20828*1 -20792*1 -20760*1 -20720*1 -20616*1 -20584*1 -20452*1 -20340*1 -20184*1 -20172*1 -20088*1 -20084*1 -19716*1 -19684*2 -18772*1 -18704*1 -18432*1 7172*2
71,1,-24672*1 -24348*1 -24232*1 -24192*1 -23992*1 -23820*1 -23728*2 -23668*1 -23640*1 -23628*1 -23540*1 -23416*1 -23372*1 -23368*1 -23360*1 -23304*1 -23292*1 -23284*1 -23196*1 -23060*2 -23008*1 -22984*1 -22972*1 -22872*1 -22772*2 -22704*1 -22420*1 -22416*2 -22340*1 -22328*1 -22204*1 -22172*1 -22116*1 -22004*1 -21904*2 -21840*1 -21828*1 -21744*2 -21740*1 -21648*1 -21376*1 -21328*1 -21148*1 -21116*1 -20792*1 -20760*1 -20720*1 -20616*1 -20452*1 -20340*1 -20252*1 -20184*1 -20172*1 -20028*1 -19760*1 -19716*1 -19684*2 -19372*1 -18704*1 -18440*1 -18432*1 7172*2
72,1,-24348*1 -23992*1 -23884*2 -23792*1 -23756*1 -23728*1 -23668*1 -23640*1 -23628*1 -23540*1 -23372*1 -23368*1 -23304*1 -23292*1 -23284*1 -23196*1 -23060*2 -22996*1 -22984*1 -22972*1 -22964*1 -22948*1 -22884*1 -22872*1 -22772*2 -22704*1 -22416*2 -22340*2 -22328*1 -22204*1 -22172*1 -22116*1 -22004*1 -21904*2 -21828*1 -21744*2 -21648*1 -21376*1 -21328*1 -21264*1 -21116*1 -20884*1 -20760*1 -20720*1 -20640*1 -20616*1 -20452*1 -20340*1 -20284*1 -20184*1 -20028*1 -19860*1 -19852*1 -19760*1 -19716*1 -19684*2 -19372*1 -18440*1 -18432*2 7172*2
73,1,-24028*1 -23992*1 -23884*2 -23792*1 -23728*1 -23628*2 -23396*1 -23372*1 -23368*1 -23304*1 -23292*1 -23284*1 -23196*1 -23108*1 -23060*2 -22996*1 -22972*1 -22964*1 -22948*1 -22884*1 -22872*1 -22772*2 -22768*1 -22748*1 -22704*1 -22416*2 -22340*2 -22328*1 -22204*1 -22172*1 -22116*1 -22004*1 -21904*2 -21828*1 -21744*1 -21648*1 -21460*1 -21328*1 -21272*1 -21116*1 -21104*1 -20760*1 -20720*1 -20628*1 -20452*2 -20340*1 -20184*1 -20168*1 -20028*1 -19852*1 -19760*1 -19684*2 -19656*1 -19540*1 -19472*1 -19372*1 -18440*1 -18432*2 7172*2
74,1,-23992*1 -23884*2 -23792*1 -23728*1 -23628*2 -23380*1 -23372*1 -23368*1 -23304*1 -23292*1 -23284*1 -23196*1 -23108*1 -23060*2 -22996*1 -22964*1 -22948*1 -22884*1 -22872*1 -22804*1 -22772*2 -22748*1 -22684*1 -22416*3 -22340*2 -22328*1 -22240*1 -22204*1 -22172*1 -22116*1 -21904*2 -21828*2 -21460*1 -21340*1 -21308*1 -21272*1 -20784*1 -20760*1 -20720*1 -20672*1 -20452*2 -20376*1 -20340*1 -20168*1 -20028*1 -19916*1 -19852*1 -19708*1 -19684*1 -19656*1 -19540*1 -19472*1 -19372*1 -18728*1 -18584*1 -18440*1 -18432*2 7172*2
75,1,-23992*1 -23884*1 -23792*1 -23728*1 -23560*1 -23372*1 -23368*1 -23304*1 -23284*1 -23260*1 -23240*1 -23148*1 -23108*1 -23060*2 -23016*1 -22964*1 -22948*1 -22940*1 -22884*1 -22872*1 -22804*1 -22772*2 -22696*1 -22684*1 -22416*1 -22340*2 -22328*1 -22228*1 -22204*1 -22172*1 -22160*1 -22116*1 -21904*1 -21828*2 -21752*1 -21692*1 -21396*1 -21340*1 -21284*1 -21272*1 -20980*1 -20760*1 -20720*1 -20672*1 -20604*1 -20452*1 -20376*1 -20340*1 -20168*1 -19916*1 -19876*1 -19852*1 -19708*1 -19656*1 -19608*1 -19540*1 -19484*1 -19472*1 -19372*1 -18584*1 -18440*1 -18432*2 -18296*1 7172*2
76,1,-23884*1 -23792*1 -23728*1 -23560*1 -23448*1 -23372*1 -23304*1 -23284*1 -23260*1 -23148*1 -23108*1 -23060*2 -22960*1 -22948*1 -22940*1 -22896*1 -22884*1 -22872*1 -22804*1 -22792*1 -22696*1 -22684*1 -22584*1 -22340*2 -22328*1 -22260*1 -22204*1 -22160*1 -22116*1 -22104*1 -21904*1 -21828*2 -21716*1 -21692*1 -21448*1 -21340*1 -21296*1 -21140*1 -21032*1 -21016*1 -20996*1 -20980*1 -20760*1 -20720*1 -20604*1 -20452*1 -20376*1 -20340*1 -20168*1 -20036*1 -19916*1 -19876*1 -19852*1 -19656*1 -19608*1 -19540*1 -19484*1 -19472*1 -19372*2 -18440*1 -18432*2 -18296*1 -17964*1 7172*2
77,1,-23792*1 -23728*1 -23560*1 -23448*1 -23372*1 -23260*2 -23252*1 -23148*1 -23060*1 -22960*2 -22940*1 -22896*1 -22828*1 -22804*1 -22792*1 -22696*1 -22684*2 -22604*1 -22360*1 -22328*2 -22272*1 -22260*1 -22240*1 -22204*1 -22160*1 -22116*1 -22104*1 -21924*1 -21904*1 -21828*2 -21716*1 -21692*1 -21448*1 -21340*1 -21296*1 -21140*1 -21032*1 -20996*1 -20772*1 -20720*1 -20604*1 -20452*1 -20376*1 -20340*1 -20336*1 -20168*1 -20036*1 -19916*1 -19876*1 -19852*1 -19656*1 -19540*1 -19508*1 -19484*1 -19472*1 -19372*2 -18608*1 -18440*1 -18432*2 -18296*1 -17964*1 7172*2
78,1,-23792*1 -23560*1 -23404*1 -23260*2 -23252*1 -23148*1 -23060*1 -22960*2 -22940*1 -22896*1 -22828*1 -22804*1 -22792*1 -22704*1 -22696*1 -22684*2 -22604*1 -22360*1 -22328*2 -22272*1 -22260*1 -22240*2 -22204*1 -22160*1 -22004*1 -21904*1 -21828*2 -21772*1 -21716*1 -21692*1 -21348*1 -21340*1 -21296*1 -21140*1 -21096*1 -20820*1 -20720*1 -20452*1 -20376*1 -20340*1 -20336*1 -20284*1 -20252*1 -20248*1 -20168*1 -20036*1 -19876*1 -19852*1 -19656*1 -19540*1 -19508*1 -19484*1 -19472*1 -19372*1 -19340*1 -18756*1 -18608*1 -18432*2 -18296*1 -17964*1 -17408*1 7172*2
79,1,-23772*1 -23428*1 -23404*1 -23260*2 -23148*1 -23060*1 -22960*2 -22940*1 -22916*1 -22896*1 -22828*1 -22792*1 -22704*1 -22696*1 -22684*2 -22616*1 -22604*1 -22360*1 -22328*2 -22260*1 -22240*2 -22204*1 -22160*1 -22004*1 -21928*1 -21904*1 -21828*2 -21772*1 -21716*1 -21692*1 -21348*1 -21296*1 -21096*1 -20820*1 -20720*1 -20528*1 -20440*1 -20376*1 -20340*1 -20336*1 -20284*1 -20252*2 -20248*1 -20168*1 -20036*1 -19852*1 -19656*1 -19484*1 -19472*1 -19352*1 -19336*1 -19116*1 -18996*1 -18828*1 -18756*1 -18432*2 -18096*1 -17964*1 -17888*1 -16932*1 7172*2
80,1,-23704*1 -23404*1 -23260*1 -23148*1 -23128*1 -22960*2 -22940*1 -22916*1 -22896*1 -22828*1 -22792*1 -22704*1 -22684*2 -22652*1 -22616*1 -22604*1 -22504*1 -22420*1 -22360*1 -22328*2 -22260*1 -22240*2 -22204*1 -22160*1 -22004*1 -21928*1 -21828*2 -21772*1 -21204*1 -21096*1 -21072*1 -20996*1 -20972*1 -20828*1 -20820*1 -20720*1 -20440*2 -20376*1 -20340*1 -20284*1 -20252*2 -20248*1 -20208*1 -20168*1 -20036*1 -19772*1 -19656*1 -19484*1 -19472*1 -19352*1 -19116*1 -19008*1 -18996*1 -18828*1 -18756*1 -18432*2 -17964*1 -17888*1 -17544*1 -16508*1 7172*2
81,1,-23704*1 -23348*1 -23260*1 -22960*1 -22940*1 -22916*1 -22896*1 -22860*1 -22852*1 -22828*1 -22792*1 -22704*1 -22684*2 -22652*1 -22616*1 -22604*1 -22504*1 -22420*1 -22360*1 -22328*3 -22260*1 -22240*2 -22204*1 -22160*1 -21828*1 -21772*1 -21672*1 -21552*1 -21352*1 -21204*1 -21096*1 -21072*1 -20996*1 -20828*1 -20820*1 -20760*1 -20440*2 -20408*1 -20376*1 -20340*1 -20252*2 -20248*1 -20168*1 -20036*1 -19772*1 -19656*1 -19548*1 -19484*1 -19476*1 -19472*1 -19116*1 -19008*1 -18996*1 -18828*1 -18756*1 -18432*1 -18012*1 -17964*1 -17932*1 -17888*1 -17544*1 -16508*1 7172*2
82,1,-23704*1 -23348*1 -22940*1 -22916*1 -22896*1 -22852*1 -22828*2 -22792*2 -22704*1 -22684*2 -22652*1 -22616*1 -22604*1 -22516*1 -22504*1 -22420*1 -22360*1 -22328*3 -22260*1 -22240*2 -22204*1 -22160*1 -21828*1 -21672*1 -21552*1 -21352*1 -21316*1 -21096*1 -20996*1 -20872*1 -20828*1 -20820*1 -20564*1 -20440*2 -20376*1 -20316*1 -20252*2 -20248*1 -20216*1 -20128*1 -20036*1 -19840*1 -19772*1 -19656*1 -19548*1 -19476*1 -19472*1 -19116*1 -19044*1 -19008*1 -18840*1 -18500*1 -18188*1 -18012*1 -17964*1 -17932*1 -17888*1 -17544*1 -17324*1 -16508*1 7172*2
83,1,-22940*1 -22828*2 -22816*1 -22808*1 -22792*2 -22752*1 -22704*1 -22684*3 -22652*1 -22628*1 -22616*1 -22604*1 -22516*1 -22420*1 -22360*1 -22328*3 -22260*1 -22240*2 -22204*2 -22160*1 -21828*1 -21672*1 -21552*1 -21352*1 -21096*1 -20928*1 -20872*1 -20820*1 -20672*1 -20520*1 -20440*2 -20376*1 -20316*1 -20252*2 -20248*1 -20216*1 -20128*1 -20016*1 -19840*1 -19772*1 -19656*1 -19520*1 -19476*1 -19352*1 -19196*1 -19116*1 -19044*1 -18840*1 -18628*1 -18284*1 -18188*1 -18012*1 -17964*1 -17932*1 -17888*1 -17544*1 -17324*1 -16508*1 7172*2
84,1,-22940*1 -22828*2 -22816*1 -22808*1 -22792*1 -22752*1 -22704*1 -22684*3 -22652*1 -22628*1 -22616*1 -22604*2 -22516*1 -22420*1 -22360*1 -22328*3 -22260*1 -22240*2 -22204*2 -21796*1 -21672*1 -21640*1 -21272*1 -21228*1 -20820*1 -20560*1 -20520*1 -20452*1 -20440*2 -20376*1 -20316*1 -20272*1 -20252*2 -20248*1 -20216*1 -20128*1 -20008*1 -19840*1 -19656*1 -19528*1 -19520*1 -19476*1 -19352*1 -19332*1 -19196*1 -18840*1 -18628*1 -18484*1 -18364*1 -18188*1 -18012*1 -18000*1 -17964*1 -17932*1 -17888*1 -17544*1 -17324*1 -16508*1 7172*2
85,1,-22884*1 -22828*2 -22816*1 -22808*1 -22792*1 -22752*1 -22704*1 -22684*3 -22652*1 -22628*1 -22616*1 -22604*1 -22484*1 -22420*1 -22372*1 -22360*1 -22328*3 -22240*1 -22204*2 -21864*1 -21796*1 -21720*1 -21672*1 -21272*1 -21228*1 -21020*1 -20628*1 -20560*1 -20452*1 -20440*2 -20376*1 -20348*1 -20272*1 -20252*1 -20248*1 -20216*1 -19840*2 -19656*1 -19632*1 -19608*1 -19528*1 -19520*1 -19476*1 -19464*1 -19332*1 -18856*1 -18840*1 -18628*1 -18484*1 -18428*1 -18188*1 -18032*1 -18012*1 -18000*1 -17964*1 -17888*1 -17544*1 -17324*1 -16656*1 -16508*1 7172*2
86,1,-22884*1 -22828*2 -22816*1 -22808*1 -22792*1 -22752*1 -22704*1 -22684*3 -22652*1 -22616*1 -22604*1 -22484*1 -22420*1 -22372*1 -22360*1 -22328*3 -22284*1 -22240*1 -22204*2 -21672*1 -21272*1 -21116*1 -21028*1 -20964*1 -20940*1 -20652*1 -20628*1 -20560*1 -20440*2 -20376*1 -20348*1 -20272*1 -20252*1 -20248*1 -20244*1 -20216*1 -19840*2 -19608*1 -19520*1 -19332*1 -19152*1 -19052*1 -18968*1 -18952*1 -18856*1 -18840*1 -18832*1 -18628*1 -18484*1 -18428*1 -18188*1 -18032*1 -18012*1 -18000*1 -17964*1 -17888*1 -17544*1 -17324*1 -16656*1 -16088*1 7172*2
87,1,-22884*1 -22828*2 -22816*1 -22808*1 -22792*1 -22752*1 -22704*1 -22684*3 -22652*1 -22616*1 -22604*1 -22484*1 -22420*1 -22372*1 -22360*1 -22328*2 -22284*1 -22204*2 -21608*1 -21116*1 -21028*1 -21004*1 -20964*1 -20940*1 -20852*1 -20728*1 -20652*1 -20560*1 -20440*2 -20376*1 -20272*1 -20252*1 -20248*1 -20244*1 -20216*1 -20164*1 -19840*1 -19608*1 -19540*1 -19396*1 -19332*1 -19252*1 -19152*1 -19052*1 -18952*1 -18856*1 -18832*1 -18628*1 -18340*1 -18188*4 -18032*1 -18012*1 -18000*1 -17888*1 -17324*2 -16844*1 -16088*2 7172*2
88,1,-22884*1 -22828*1 -22808*1 -22792*1 -22752*1 -22704*1 -22684*3 -22652*1 -22628*1 -22616*1 -22528*1 -22504*1 -22484*1 -22420*1 -22372*1 -22360*1 -22328*2 -22204*2 -21784*1 -21172*1 -21116*1 -21028*1 -21004*1 -20964*1 -20940*1 -20852*1 -20728*1 -20652*1 -20560*1 -20440*1 -20272*2 -20252*1 -20248*1 -20244*1 -20216*1 -20164*1 -19920*1 -19540*1 -19472*1 -19376*1 -19332*1 -19208*1 -19176*1 -19152*1 -19052*1 -18952*1 -18856*1 -18832*1 -18220*1 -18188*2 -18108*1 -18032*1 -18008*1 -17888*1 -17840*1 -17744*1 -17324*2 -16844*1 -16800*1 -16088*2 7172*2
89,1,-24352*1 -22884*1 -22828*1 -22808*1 -22792*1 -22752*1 -22704*1 -22684*2 -22652*1 -22640*1 -22628*1 -22616*1 -22504*1 -22484*1 -22448*1 -22420*1 -22372*1 -22360*1 -22328*1 -22204*1 -22084*1 -21784*1 -21584*1 -21172*1 -21028*1 -20964*1 -20940*1 -20908*1 -20852*1 -20728*1 -20564*1 -20440*1 -20432*1 -20272*1 -20252*1 -20248*1 -20216*1 -20152*1 -19920*1 -19876*1 -19860*1 -19696*1 -19540*1 -19472*1 -19376*1 -19208*1 -19152*1 -19084*1 -19052*1 -18952*1 -18916*1 -18856*1 -18220*1 -18188*2 -18108*1 -18088*1 -17840*1 -17796*1 -17744*1 -17432*1 -17344*1 -17324*1 -16988*1 -16844*1 -16800*1 -16088*2 7172*2
90,1,-23740*1 -22884*1 -22828*1 -22808*1 -22792*1 -22752*1 -22704*1 -22684*2 -22652*1 -22628*1 -22616*1 -22504*1 -22492*1 -22484*1 -22420*1 -22372*1 -22360*1 -22204*1 -22084*1 -21852*1 -21784*1 -21684*1 -21028*1 -20964*1 -20940*1 -20908*1 -20852*2 -20828*1 -20728*1 -20564*1 -20440*1 -20432*1 -20272*1 -20252*1 -20248*1 -20216*1 -20152*1 -19920*1 -19860*1 -19696*1 -19540*1 -19376*1 -19320*1 -19176*1 -19152*1 -19084*1 -18952*1 -18856*1 -18784*1 -18608*1 -18376*1 -18220*1 -18188*2 -18108*1 -17808*1 -17748*1 -17744*1 -17432*1 -17344*1 -17324*1 -17232*1 -16988*1 -16592*1 -16356*1 -16088*1 -15176*1 7172*2
91,1,-23040*1 -22884*1 -22808*1 -22792*1 -22752*1 -22704*1 -22684*2 -22652*1 -22628*1 -22616*1 -22504*1 -22484*1 -22420*1 -22372*1 -22360*1 -22308*1 -21852*1 -21796*1 -21684*1 -21528*1 -21516*1 -21140*1 -21028*1 -20964*1 -20940*1 -20908*1 -20852*2 -20828*1 -20728*1 -20564*1 -20440*1 -20272*1 -20252*1 -20248*1 -20152*1 -20140*1 -19920*1 -19876*1 -19860*1 -19696*1 -19540*1 -19376*1 -19152*1 -19084*1 -18856*1 -18784*1 -18772*1 -18688*1 -18376*1 -18352*1 -18220*1 -18188*2 -18108*1 -17964*1 -17808*1 -17432*1 -17412*1 -17344*1 -17232*1 -16988*1 -16964*1 -16828*1 -16592*1 -16356*1 -15688*1 -15176*1 7172*2
92,1,-23040*1 -22884*1 -22808*1 -22792*1 -22752*1 -22704*1 -22684*2 -22652*1 -22628*1 -22616*1 -22504*1 -22484*1 -22420*1 -22372*1 -22360*1 -22308*1 -21684*1 -21528*1 -21516*1 -21332*1 -21140*1 -21128*1 -20964*1 -20908*1 -20852*2 -20828*1 -20728*1 -20440*1 -20272*1 -20252*1 -20208*1 -20184*1 -20152*1 -20140*1 -20052*1 -19920*1 -19540*1 -19208*1 -19152*1 -19084*1 -19008*1 -18932*1 -18876*1 -18856*1 -18784*1 -18772*1 -18740*1 -18688*1 -18376*1 -18352*1 -18188*2 -18108*1 -17964*1 -17808*1 -17432*1 -17412*1 -17344*1 -17232*1 -17220*1 -16988*1 -16964*1 -16828*1 -16592*1 -15688*1 -15644*1 -15176*1 7172*2
93,1,-22884*1 -22816*1 -22808*1 -22752*1 -22704*1 -22684*2 -22652*1 -22628*1 -22616*1 -22504*1 -22484*1 -22420*1 -22372*1 -22360*1 -22308*1 -22072*1 -21528*1 -21516*1 -21332*1 -21252*1 -21128*1 -20964*1 -20908*1 -20852*2 -20828*1 -20728*1 -20440*1 -20284*1 -20272*1 -20252*1 -20184*1 -20152*1 -20140*1 -20052*1 -19608*1 -19328*1 -19208*1 -19152*1 -19084*1 -19008*1 -18884*1 -18876*1 -18856*1 -18784*1 -18740*1 -18688*1 -18460*1 -18352*1 -18188*2 -18152*1 -17964*1 -17808*1 -17776*1 -17412*1 -17388*1 -17376*1 -17344*1 -17232*1 -17220*1 -16988*1 -16964*1 -16828*1 -16592*1 -15476*1 -15176*2 7172*2
94,1,-22884*1 -22816*1 -22808*1 -22752*1 -22704*1 -22684*2 -22652*1 -22628*1 -22616*1 -22504*1 -22484*1 -22420*1 -22360*1 -22072*1 -21884*1 -21616*1 -21516*1 -21396*1 -21332*1 -21252*1 -21128*1 -20964*1 -20908*1 -20852*2 -20828*1 -20440*1 -20284*1 -20272*1 -20252*1 -20184*1 -20152*1 -20140*1 -20052*1 -19928*1 -19152*1 -19096*1 -19020*1 -19008*1 -18884*1 -18856*1 -18784*1 -18688*1 -18652*1 -18552*1 -18460*1 -18420*1 -18352*1 -18188*1 -18152*1 -18108*1 -17964*1 -17808*1 -17776*1 -17532*1 -17412*1 -17388*1 -17376*1 -17344*1 -17232*1 -17220*1 -16964*1 -16828*1 -16592*1 -16388*1 -15176*3 7172*2
95,1,-22884*1 -22808*1 -22764*1 -22752*1 -22704*1 -22684*2 -22628*1 -22616*1 -22504*1 -22484*1 -22360*2 -21928*1 -21736*1 -21672*1 -21540*1 -21516*1 -21396*1 -21332*1 -21252*1 -21128*1 -20964*1 -20908*1 -20852*1 -20828*1 -20628*1 -20440*1 -20284*1 -20272*1 -20152*1 -20140*1 -20052*1 -20008*1 -19928*1 -19508*1 -19152*1 -19096*1 -19020*1 -19008*1 -18856*1 -18784*1 -18688*1 -18652*1 -18552*1 -18420*1 -18188*1 -18156*1 -18152*2 -18108*1 -17808*1 -17776*1 -17620*1 -17532*1 -17412*1 -17388*1 -17344*1 -17232*2 -16976*1 -16964*1 -16828*1 -16680*1 -16388*1 -16264*1 -15176*3 7172*2
96,1,-22860*1 -22784*1 -22764*1 -22752*1 -22704*1 -22684*2 -22616*1 -22504*1 -22484*1 -22360*2 -21972*1 -21928*1 -21672*1 -21560*1 -21540*1 -21496*1 -21396*1 -21332*1 -21252*1 -21128*1 -20964*1 -20864*1 -20852*1 -20628*1 -20452*1 -20440*1 -20284*1 -20272*1 -20152*1 -20140*1 -20008*1 -19952*1 -19928*1 -19216*1 -19152*1 -19096*1 -19020*1 -19008*1 -18856*1 -18784*1 -18440*1 -18420*1 -18376*1 -18188*1 -18156*1 -18152*1 -18088*1 -17808*1 -17776*1 -17620*2 -17532*1 -17412*1 -17388*1 -17376*1 -17344*1 -17232*2 -16828*1 -16680*1 -16464*1 -16388*1 -16264*2 -15176*3 7172*2
97,1,-22804*1 -22784*1 -22764*1 -22752*1 -22704*1 -22684*2 -22616*1 -22504*1 -22360*1 -21972*1 -21928*1 -21748*1 -21676*1 -21560*1 -21540*1 -21496*1 -21428*1 -21396*1 -21332*1 -21252*1 -21128*1 -20964*1 -20840*1 -20628*1 -20452*1 -20440*1 -20284*1 -20272*1 -20152*2 -20140*1 -19928*1 -19612*1 -19328*1 -19152*1 -19020*1 -18856*1 -18752*1 -18632*1 -18552*1 -18440*1 -18376*1 -18288*1 -18152*1 -18088*1 -17808*1 -17776*1 -17752*1 -17620*2 -17532*1 -17520*1 -17412*1 -17388*1 -17376*1 -17276*1 -17232*2 -16868*1 -16828*1 -16680*1 -16464*1 -16388*1 -16264*2 -15176*3 7172*2
98,1,-22804*1 -22752*1 -22708*1 -22704*1 -22692*1 -22684*2 -22616*1 -22440*1 -22360*1 -21972*1 -21748*1 -21676*1 -21560*1 -21540*1 -21496*1 -21428*1 -21396*1 -21332*1 -21160*1 -21128*1 -20964*1 -20840*1 -20628*1 -20452*1 -20284*1 -20272*1 -20196*1 -20152*1 -20140*1 -20100*1 -19928*1 -19612*1 -19328*1 -19152*1 -19020*1 -18944*1 -18844*1 -18752*1 -18632*1 -18288*1 -18088*1 -17964*1 -17952*1 -17928*1 -17876*1 -17776*1 -17708*1 -17620*2 -17532*1 -17520*1 -17488*1 -17400*1 -17388*1 -17276*1 -17232*2 -16868*1 -16828*1 -16732*1 -16680*1 -16464*1 -16388*1 -16264*2 -15176*3 7172*2
99,1,-22804*1 -22752*1 -22708*1 -22704*1 -22692*1 -22684*2 -22616*1 -22440*1 -21972*1 -21908*1 -21560*1 -21540*2 -21496*1 -21428*1 -21396*1 -21288*1 -21160*1 -21128*1 -20964*1 -20840*1 -20628*1 -20620*1 -20452*1 -20272*1 -20196*1 -20140*1 -20100*1 -20040*1 -19612*1 -19500*1 -19328*1 -19128*1 -19020*1 -18908*1 -18844*1 -18832*1 -18252*1 -18088*1 -17964*1 -17928*2 -17924*1 -17876*1 -17784*1 -17776*1 -17708*1 -17620*2 -17532*1 -17520*1 -17388*1 -17276*1 -17232*2 -16924*1 -16868*1 -16732*1 -16708*1 -16680*1 -16464*1 -16388*1 -16320*1 -16264*2 -15176*3 7172*2
100,1,-22804*1 -22704*1 -22688*1 -22684*1 -22660*1 -22640*1 -22616*1 -22596*1 -22440*1 -21972*1 -21560*1 -21540*3 -21496*1 -21428*1 -21396*1 -21288*1 -20976*1 -20964*1 -20840*1 -20628*1 -20620*2 -20452*1 -20272*1 -20196*1 -20040*1 -19996*1 -19612*1 -19500*1 -19376*1 -19128*1 -19020*1 -18908*1 -18888*1 -18844*1 -18832*1 -18252*1 -18064*1 -17928*1 -17924*1 -17876*1 -17800*1 -17784*1 -17776*1 -17708*1 -17620*2 -17552*1 -17532*1 -17520*1 -17276*1 -17232*2 -16924*1 -16764*1 -16732*1 -16708*1 -16680*1 -16664*1 -16464*1 -16320*1 -16264*2 -15412*1 -15176*3 7172*2
101,1,-22804*1 -22704*1 -22684*1 -22660*1 -22640*1 -22616*1 -22516*1 -22408*1 -21720*1 -21684*1 -21560*1 -21540*3 -21496*1 -21428*1 -21396*1 -21288*1 -20976*1 -20964*1 -20840*1 -20628*1 -20620*2 -20452*1 -20196*1 -19920*1 -19832*1 -19612*1 -19500*1 -19376*1 -19128*1 -19020*1 -18908*1 -18888*1 -18832*1 -18764*1 -18252*1 -18064*1 -17924*1 -17920*1 -17820*1 -17800*1 -17784*1 -17776*1 -17708*1 -17620*2 -17612*1 -17552*1 -17532*1 -17520*1 -17232*1 -16924*1 -16888*1 -16708*1 -16680*1 -16668*1 -16664*2 -16520*1 -16320*1 -16264*3 -15412*1 -15176*3 7172*2
102,1,-22804*1 -22704*1 -22684*1 -22660*1 -22640*1 -22616*1 -22408*1 -21720*1 -21684*1 -21572*1 -21560*1 -21540*3 -21496*1 -21396*1 -21288*1 -20840*1 -20772*1 -20652*1 -20628*1 -20620*1 -20352*2 -20320*1 -20176*1 -19920*1 -19832*1 -19376*1 -19128*1 -19108*1 -19020*1 -18908*1 -18868*1 -18764*1 -18564*1 -18264*1 -18252*1 -18064*1 -17924*1 -17920*1 -17820*1 -17800*1 -17784*1 -17776*1 -17708*1 -17620*2 -17612*1 -17532*1 -17520*1 -17232*1 -16924*1 -16908*1 -16888*1 -16708*1 -16680*1 -16668*1 -16664*1 -16520*1 -16320*1 -16264*3 -15732*1 -15412*1 -15176*3 7172*2
103,1,-22704*1 -22684*1 -22660*1 -22640*1 -22616*1 -22496*1 -21808*1 -21720*1 -21684*1 -21560*1 -21540*3 -21496*1 -21396*1 -21288*1 -21016*1 -20772*1 -20628*1 -20620*1 -20352*2 -20320*2 -20164*1 -19964*1 -19920*1 -19832*1 -19128*1 -19096*1 -19020*1 -18964*1 -18908*1 -18868*1 -18764*1 -18264*1 -18252*1 -18064*1 -17924*1 -17920*1 -17908*1 -17820*1 -17784*1 -17708*1 -17620*2 -17612*1 -17564*1 -17520*1 -17232*1 -17112*1 -16964*1 -16924*1 -16908*1 -16888*1 -16708*1 -16668*1 -16664*1 -16520*1 -16320*1 -16264*3 -16188*1 -15732*1 -15412*1 -15176*1 -14876*1 -14500*1 7172*2
104,1,-22704*1 -22660*1 -22640*1 -22616*1 -22496*1 -22484*1 -21808*1 -21696*1 -21684*1 -21560*1 -21540*1 -21528*1 -21496*1 -21396*1 -21288*1 -21140*1 -21016*1 -20772*1 -20620*1 -20352*2 -20320*2 -20232*1 -19920*1 -19832*1 -19396*1 -19376*1 -19128*1 -19096*1 -19020*1 -18868*1 -18864*1 -18764*1 -18652*1 -18184*1 -18064*1 -17924*1 -17920*1 -17908*1 -17820*1 -17708*1 -17652*1 -17620*2 -17564*1 -17520*1 -17444*1 -17232*1 -17068*1 -16964*1 -16924*1 -16908*1 -16888*1 -16708*1 -16520*1 -16468*1 -16424*1 -16320*1 -16264*3 -16188*1 -15656*1 -15576*1 -15412*1 -14876*1 -14500*1 -14456*1 7172*2
